YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE
2019,39,17349,2.74367
2019,40,19851,1.30976
2019,41,22113,1.47877
2019,42,23131,1.55203
2019,43,24630,2.25335
2019,44,25417,3.05701
2019,45,28842,5.16261
2019,46,31439,6.75594
2019,47,36497,9.54599
2019,48,35398,10.9385
2019,49,41929,11.6554
2019,50,44911,16.1542
2019,51,54480,22.533
2019,52,64024,26.9336
2020,1,65177,23.4883
2020,2,60717,23.1187
2020,3,60316,26.0826
2020,4,64502,28.2813
2020,5,72224,30.1465
2020,6,71868,30.2596
2020,7,69257,29.675
2020,8,65212,28.3215
2020,9,62427,25.7517
2020,10,64149,22.4914
2020,11,74416,15.8125
2020,12,73090,7.50171
2020,13,44754,2.32158
2020,14,30838,1.0312
2020,15,19572,0.61823
2020,16,14443,0.623139
2020,17,12822,0.218375
2020,18,10268,0.262953
2020,19,8891,0.326173
2020,20,7844,0.305966
2020,21,7523,0.212681
2020,22,6054,0.16518
2020,23,6181,0.339751
2020,24,5718,0.279818
2020,25,5247,0.38117
2020,26,5667,0.282336
2020,27,6181,0.210322
2020,28,6243,0.176197
2020,29,6118,0.37594
2020,30,5982,0.150451
2020,31,6033,0.132604
2020,32,6245,0.176141
2020,33,6043,0.132582
2020,34,6171,0.226868
2020,35,6352,0.314861
2020,36,6455,0.201394
2020,37,6986,0.186086
2020,38,8024,0.398804
2020,39,8909,0.224492
2020,40,11973,0.325733
2020,41,14674,0.395257
2020,42,15356,0.345142
2020,43,16827,0.255542
2020,44,20949,0.195713
2020,45,26979,0.189036
2020,46,34597,0.193658
2020,47,36841,0.162862
2020,48,17104,0.099392
